Id_Usuario,Nombre_Película,Género_Película,Duración (minutos),Minutos_vistos,Porcentaje_visualizado,Num_visualizaciones,Calificación_usuario,
891,Forrest Gump,Drama,122,91,74.59,4,3,
857,The Godfather,Drama,162,120,74.07,2,4.5,
28,Avengers: Endgame,Drama,160,72,45,3,3.8,
66,Titanic,Acción,167,41,24.55,4,2.2,
163,Coco,Acción,115,16,13.91,1,4.9,
229,Fight Club,Thriller,175,108,61.71,3,2.8,
261,Avengers: Endgame,Aventura,131,111,84.73,3,,
449,The Dark Knight,Comedia,115,59,51.3,1,2.6,
424,Fight Club,Acción,107,50,46.73,3,1.2,
460,The Dark Knight,Misterio,157,97,61.78,4,2.6,
952,The Dark Knight,Romance,137,50,36.5,1,2.5,
676,La La Land,Acción,115,81,70.43,3,1.7,
301,The Dark Knight,Fantasía,149,72,48.32,1,2.7,
919,Gladiator,Drama,88,60,68.18,1,2,
303,Forrest Gump,Acción,100,62,62,2,4.6,
287,Interstellar,Thriller,143,94,65.73,3,4.6,
395,Interstellar,Romance,155,55,35.48,4,3.3,
10,Fight Club,Romance,140,133,95,1,2.2,
707,Fight Club,Aventura,173,179,103.47,3,1.5,
630,The Dark Knight,Ciencia Ficción,174,161,92.53,1,2.2,
270,La La Land,Ciencia Ficción,119,6,5.04,4,4.3,
592,La La Land,Comedia,135,35,,3,4,
970,Gladiator,Misterio,83,79,95.18,4,2.9,
605,The Dark Knight,Animación,110,87,79.09,2,1.9,
778,Gladiator,Thriller,106,102,96.23,4,4,
844,The Dark Knight,Fantasía,137,83,60.58,2,4.3,
862,The Godfather,Acción,104,104,100,2,3.6,
361,The Godfather,Thriller,148,20,13.51,4,2.6,
257,Pulp Fiction,Misterio,149,26,17.45,1,,
133,The Dark Knight,Ciencia Ficción,84,37,44.05,3,3,
276,Forrest Gump,Thriller,170,69,40.59,1,1.9,
776,Coco,Acción,87,79,90.8,4,4.1,
683,Titanic,Aventura,88,2,2.27,1,5,
972,Pulp Fiction,Comedia,94,29,30.85,1,4.6,
513,Fight Club,Aventura,179,30,16.76,2,4.8,
313,The Shawshank Redemption,Ciencia Ficción,86,18,20.93,1,3.5,
576,The Dark Knight,Drama,175,166,94.86,4,2,
886,Avengers: Endgame,Ciencia Ficción,151,108,71.52,3,4.4,
980,The Lord of the Rings,Comedia,94,78,82.98,3,,
284,The Godfather,Acción,116,77,66.38,4,3.8,
121,Avengers: Endgame,Misterio,162,83,51.23,4,2.4,
107,The Shawshank Redemption,Animación,118,81,68.64,3,,
933,Gladiator,Aventura,85,24,28.24,3,,
687,The Shawshank Redemption,Ciencia Ficción,162,126,77.78,3,2.1,
997,La La Land,Misterio,136,95,,1,3.1,
204,Forrest Gump,Aventura,171,100,58.48,3,0.3,
165,The Dark Knight,Ciencia Ficción,160,154,96.25,1,1.6,
305,Interstellar,Comedia,98,42,42.86,2,,
497,The Shawshank Redemption,Aventura,142,133,93.66,4,4,
632,Coco,Ciencia Ficción,110,47,42.73,1,3.1,
556,La La Land,Acción,154,50,32.47,4,1.6,
824,Interstellar,Comedia,158,120,75.95,3,2.6,
156,Gladiator,Misterio,89,1,1.12,3,2.1,
367,Pulp Fiction,Misterio,166,69,41.57,1,4.2,
719,Avengers: Endgame,Animación,146,53,36.3,1,4.2,
902,La La Land,Thriller,141,135,95.74,5,3,
620,Interstellar,Drama,82,49,59.76,1,4.7,
251,La La Land,Acción,97,87,89.69,2,5.7,
957,Pulp Fiction,Comedia,104,35,33.65,2,3.2,
916,The Godfather,Aventura,99,57,57.58,4,3.4,
882,Titanic,Misterio,137,15,10.95,2,3.1,
334,The Dark Knight,Acción,172,121,70.35,6,2.8,
642,The Shawshank Redemption,Comedia,165,113,68.48,2,2.5,
969,The Godfather,Comedia,129,123,95.35,3,1.7,
511,The Godfather,Aventura,158,85,53.8,9,2.2,
293,The Lord of the Rings,Comedia,89,36,40.45,4,4.5,
20,The Matrix,Fantasía,100,3,3,4,2.5,
282,Inception,Acción,108,0,0,1,2.9,
797,Coco,Ciencia Ficción,175,174,99.43,2,1.3,
1,Forrest Gump,Misterio,89,6,6.74,3,2.7,
119,Pulp Fiction,Misterio,92,2,2.17,1,2.2,
35,La La Land,Ciencia Ficción,126,30,23.81,3,1.3,
198,Titanic,Acción,102,25,24.51,4,4.8,
485,The Matrix,Drama,129,54,41.86,4,4.2,
757,Inception,Acción,166,80,48.19,2,1.1,
59,Titanic,Romance,174,29,16.67,4,3.4,
837,Forrest Gump,Comedia,83,13,15.66,4,2.1,
161,Pulp Fiction,Thriller,146,105,71.92,4,3.5,
691,The Dark Knight,Aventura,164,74,45.12,4,1.8,
206,Forrest Gump,Fantasía,132,106,80.3,3,0.1,
12,The Shawshank Redemption,Thriller,81,12,14.81,3,1.8,
490,La La Land,Ciencia Ficción,147,14,9.52,4,3.4,
276,The Godfather,Aventura,144,15,10.42,1,4.4,
693,The Lord of the Rings,Aventura,158,150,94.94,1,1.8,
242,La La Land,Aventura,136,113,83.09,2,4.8,
216,Inception,Misterio,176,93,52.84,4,1.3,
251,Inception,Fantasía,149,29,19.46,2,4.6,
811,Titanic,Misterio,86,65,75.58,1,3.5,
126,The Lord of the Rings,Comedia,98,38,,2,2,
994,Inception,Romance,123,2,1.63,1,3.2,
217,La La Land,Animación,142,13,9.15,3,4.7,
306,The Lord of the Rings,Fantasía,144,129,89.58,1,4.2,
797,Pulp Fiction,Thriller,118,52,44.07,2,2.9,
185,The Shawshank Redemption,Comedia,162,7,4.32,2,4.9,
39,Forrest Gump,Acción,105,74,70.48,6,3.3,
223,The Godfather,Ciencia Ficción,123,64,52.03,6,3,
184,The Shawshank Redemption,Romance,91,67,73.63,4,3.7,
495,The Matrix,Comedia,101,74,73.27,4,4.9,
427,The Dark Knight,Acción,156,60,38.46,2,3.3,
178,The Lord of the Rings,Romance,171,102,59.65,2,0.3,
919,Interstellar,Acción,93,90,96.77,1,4.2,
428,The Shawshank Redemption,Fantasía,165,103,62.42,4,3.6,
294,Titanic,Acción,109,32,29.36,1,3.1,
852,The Matrix,Romance,123,38,30.89,4,2.2,
151,The Godfather,Acción,163,47,28.83,1,1.4,
384,Titanic,Thriller,170,14,8.24,3,2.5,
638,Titanic,Comedia,117,41,35.04,6,4.2,
813,Avengers: Endgame,Romance,138,133,96.38,3,0.7,
308,Interstellar,Thriller,121,75,61.98,1,2.4,
336,The Lord of the Rings,Acción,131,83,63.36,4,4.9,
946,Interstellar,Acción,142,53,37.32,2,,
746,The Shawshank Redemption,Aventura,140,83,59.29,2,2.3,
892,Titanic,Romance,113,39,,2,3.1,
375,Inception,Fantasía,118,71,60.17,2,1.2,
8,Fight Club,Acción,120,9,7.5,4,4.6,
341,The Godfather,Ciencia Ficción,116,17,14.66,2,2.9,
129,Inception,Misterio,144,83,,3,2.1,
776,The Godfather,Animación,158,41,25.95,4,3.8,
669,The Lord of the Rings,Misterio,111,76,68.47,4,3.4,
352,Fight Club,Fantasía,87,76,87.36,2,2.9,
358,Coco,Comedia,176,14,7.95,2,2.8,
517,The Dark Knight,Drama,97,91,93.81,2,1.3,
495,Fight Club,Ciencia Ficción,124,93,75,3,2.4,
86,The Lord of the Rings,Drama,172,21,12.21,4,2.6,
175,Gladiator,Acción,175,37,21.14,1,2.1,
802,Avengers: Endgame,Comedia,112,63,56.25,1,3.8,
193,The Shawshank Redemption,Thriller,84,43,51.19,1,1.4,
311,The Lord of the Rings,Acción,161,59,36.65,3,2.6,
119,The Shawshank Redemption,Drama,153,86,56.21,2,5.8,
218,The Matrix,Acción,115,107,93.04,1,,
427,Inception,Animación,176,53,30.11,2,1.2,
970,Avengers: Endgame,Aventura,102,9,8.82,4,2.4,
414,The Matrix,Animación,119,58,48.74,4,2.7,
114,Gladiator,Comedia,84,62,73.81,1,4.9,
978,Fight Club,Thriller,113,77,68.14,1,1.7,
145,The Shawshank Redemption,Animación,103,5,4.85,1,4.4,
538,La La Land,Romance,96,96,100,3,2.4,
648,Pulp Fiction,Thriller,174,113,64.94,2,1.9,
303,Fight Club,Drama,150,107,71.33,1,4.5,
744,Avengers: Endgame,Animación,160,143,89.38,2,1.1,
881,Fight Club,Aventura,171,55,32.16,3,2.7,
588,Gladiator,Thriller,101,5,4.95,2,4.3,
987,The Dark Knight,Acción,94,0,0,4,4.1,
840,The Godfather,Aventura,94,88,93.62,1,3.6,
345,Titanic,Acción,104,20,19.23,1,2.5,
814,Titanic,Animación,132,68,51.52,3,1.8,
964,Gladiator,Ciencia Ficción,100,49,49,2,3,
801,The Godfather,Ciencia Ficción,145,72,49.66,3,3.2,
1,The Shawshank Redemption,Drama,170,8,4.71,2,3.8,
147,Gladiator,Aventura,111,110,99.1,1,4,
287,The Godfather,Acción,100,99,99,3,4.7,
976,The Lord of the Rings,Fantasía,147,51,34.69,2,3.9,
654,The Matrix,Aventura,123,80,65.04,4,,
53,Gladiator,Romance,162,133,82.1,1,0.6,
304,The Lord of the Rings,Drama,145,127,87.59,1,2.5,
69,The Shawshank Redemption,Misterio,169,10,5.92,4,3.7,
361,Gladiator,Misterio,177,5,2.82,4,2.6,
602,The Shawshank Redemption,Acción,93,93,100,4,3.4,
958,Gladiator,Ciencia Ficción,94,80,,4,1.5,
220,The Godfather,Thriller,99,59,59.6,1,2.1,
962,The Dark Knight,Romance,113,92,81.42,3,,
704,Forrest Gump,Misterio,115,33,28.7,2,1.8,
966,The Lord of the Rings,Acción,162,0,0,3,4.7,
575,The Godfather,Acción,88,3,3.41,2,1.8,
585,Inception,Animación,150,109,72.67,1,1.4,
161,Interstellar,Ciencia Ficción,109,0,0,4,3.2,
681,The Lord of the Rings,Aventura,156,149,95.51,1,5,
89,The Dark Knight,Thriller,170,155,91.18,3,1.9,
688,The Matrix,Animación,142,85,59.86,3,,
781,Fight Club,Misterio,114,88,,1,1.2,
585,Titanic,Thriller,92,70,76.09,3,1.4,
757,The Godfather,Drama,158,19,12.03,4,4.2,
589,La La Land,Ciencia Ficción,125,6,4.8,1,1.7,
159,Gladiator,Misterio,135,8,5.93,4,1.1,
489,Coco,Acción,88,1,1.14,4,4.2,
971,The Godfather,Misterio,166,59,35.54,4,4,
324,Avengers: Endgame,Fantasía,115,111,96.52,4,3.3,
610,La La Land,Comedia,82,1,1.22,2,3.2,
381,The Lord of the Rings,Comedia,177,103,58.19,3,1.8,
102,Pulp Fiction,Misterio,98,75,76.53,3,4.1,
494,The Lord of the Rings,Fantasía,107,86,80.37,3,4.1,
644,The Dark Knight,Misterio,102,97,95.1,2,1.9,
614,Avengers: Endgame,Comedia,86,41,47.67,8,2.4,
19,Forrest Gump,Animación,155,130,83.87,4,1.8,
454,The Matrix,Drama,93,75,80.65,3,4.9,
482,Pulp Fiction,Comedia,125,107,85.6,3,3.1,
594,The Shawshank Redemption,Drama,94,10,10.64,1,1.6,
397,Coco,Acción,146,118,80.82,3,3.3,
279,Coco,Drama,94,18,19.15,3,3.3,
851,Pulp Fiction,Animación,130,119,91.54,3,1.4,
365,The Godfather,Fantasía,167,45,26.95,2,2.9,
331,The Matrix,Drama,87,17,19.54,4,2.5,
641,Coco,Thriller,148,17,11.49,1,3.2,
344,The Godfather,Aventura,141,71,50.35,2,4.2,
822,The Shawshank Redemption,Comedia,130,37,28.46,3,1.3,
455,The Lord of the Rings,Fantasía,142,8,5.63,1,1.1,
601,Fight Club,Romance,147,132,89.8,2,4.1,
725,The Matrix,Acción,157,70,44.59,2,1.4,
655,Fight Club,Aventura,95,16,16.84,2,1.7,
65,The Dark Knight,Thriller,163,106,65.03,1,1.6,
76,Avengers: Endgame,Ciencia Ficción,103,69,,2,4.4,
711,The Dark Knight,Animación,85,18,21.18,4,3.8,
143,Fight Club,Misterio,136,23,16.91,3,4.8,
917,Coco,Aventura,110,80,72.73,4,2.5,
915,La La Land,Fantasía,85,17,20,4,1,
828,Avengers: Endgame,Fantasía,178,86,48.31,4,,
605,The Dark Knight,Fantasía,158,81,51.27,2,3.9,
473,The Matrix,Acción,108,79,73.15,2,1.3,
417,Gladiator,Drama,146,32,21.92,3,3.8,
305,Inception,Comedia,154,54,35.06,2,4.9,
736,Avengers: Endgame,Ciencia Ficción,82,39,47.56,4,3.7,
497,The Dark Knight,Misterio,107,71,66.36,4,,
291,The Dark Knight,Fantasía,153,84,54.9,1,2.2,
940,The Godfather,Misterio,176,52,29.55,4,2.5,
102,Fight Club,Romance,127,109,85.83,1,3.6,
986,Interstellar,Acción,159,50,31.45,3,4,
267,Forrest Gump,Fantasía,89,72,80.9,4,,
867,Avengers: Endgame,Romance,112,83,74.11,3,2.4,
968,Titanic,Ciencia Ficción,179,6,3.35,4,3.6,
622,Titanic,Ciencia Ficción,146,18,12.33,4,5.6,
974,Pulp Fiction,Comedia,148,69,46.62,4,1.1,
842,The Dark Knight,Thriller,91,9,9.89,1,2,
962,Pulp Fiction,Comedia,136,79,58.09,3,4,
942,The Matrix,Drama,123,56,45.53,3,4.8,
777,Interstellar,Misterio,92,91,98.91,5,1.8,
3,Coco,Animación,103,52,50.49,2,,
85,Forrest Gump,Ciencia Ficción,123,92,74.8,4,1.2,
794,La La Land,Animación,136,46,33.82,3,3.9,
328,Coco,Acción,175,142,81.14,1,,
816,Fight Club,Aventura,95,33,,3,1.2,
450,The Lord of the Rings,Fantasía,175,72,41.14,3,2.6,
454,Inception,Acción,179,131,73.18,3,1.7,
924,Avengers: Endgame,Ciencia Ficción,100,32,32,1,1.9,
629,Forrest Gump,Romance,155,39,25.16,1,3.9,
221,Coco,Misterio,130,15,11.54,2,0,
154,Avengers: Endgame,Animación,100,59,59,4,2.9,
665,Forrest Gump,Comedia,139,2,,4,4.1,
12,Coco,Aventura,130,22,16.92,2,3.8,
133,La La Land,Thriller,100,29,29,4,3.4,
994,The Lord of the Rings,Acción,85,16,18.82,4,4.7,
304,Inception,Thriller,152,57,37.5,4,3.5,
293,Gladiator,Animación,144,134,93.06,2,1.2,
975,Fight Club,Animación,155,142,91.61,2,4.8,
300,La La Land,Fantasía,137,7,5.11,4,2.4,
740,The Lord of the Rings,Romance,157,45,28.66,2,5.3,
783,The Godfather,Romance,85,28,32.94,4,4.8,
43,Pulp Fiction,Drama,144,4,2.78,4,3.2,
944,Avengers: Endgame,Comedia,165,116,70.3,4,4.2,
343,Titanic,Ciencia Ficción,113,4,3.54,2,4.1,
326,The Dark Knight,Ciencia Ficción,135,48,35.56,3,2.3,
814,Forrest Gump,Animación,154,13,8.44,2,2.7,
498,The Matrix,Acción,82,81,98.78,1,,
364,Titanic,Misterio,121,33,27.27,3,1.5,
891,Coco,Ciencia Ficción,141,59,41.84,4,2.2,
427,La La Land,Ciencia Ficción,85,80,94.12,2,2.8,
21,Titanic,Acción,85,84,98.82,2,2.2,
407,Inception,Comedia,142,131,92.25,3,2.2,
619,Pulp Fiction,Aventura,99,59,59.6,3,5.7,
336,La La Land,Romance,100,61,61,2,4.9,
815,Interstellar,Fantasía,81,24,29.63,3,,
117,Inception,Fantasía,169,32,18.93,4,3.9,
124,The Lord of the Rings,Fantasía,174,14,8.05,2,2.9,
399,Interstellar,Acción,169,59,34.91,4,2.2,
793,Coco,Fantasía,135,95,,1,2.3,
804,Fight Club,Animación,175,159,90.86,2,2.6,
715,Coco,Drama,89,25,28.09,4,4.7,
51,Forrest Gump,Acción,166,132,79.52,2,2.7,
783,The Matrix,Acción,149,96,64.43,1,3.6,
324,Avengers: Endgame,Romance,102,100,98.04,7,3,
789,Titanic,Fantasía,171,17,9.94,1,2.5,
141,The Dark Knight,Thriller,109,65,59.63,4,2.1,
470,Interstellar,Aventura,157,41,26.11,2,5,
787,Pulp Fiction,Drama,116,10,8.62,4,3.3,
802,Gladiator,Acción,134,55,41.04,3,,
334,Avengers: Endgame,Drama,175,147,84,2,3.4,
893,Fight Club,Acción,128,56,43.75,1,4.3,
964,La La Land,Comedia,113,13,11.5,4,2,
373,Gladiator,Romance,123,67,54.47,3,5,
564,La La Land,Animación,101,87,86.14,4,2.2,
494,Fight Club,Comedia,110,72,65.45,1,1.6,
539,The Godfather,Misterio,86,8,9.3,3,2.7,
669,Avengers: Endgame,Fantasía,100,82,82,1,5,
751,Pulp Fiction,Misterio,95,8,8.42,4,3.6,
156,The Lord of the Rings,Aventura,99,34,34.34,3,2,
291,Titanic,Thriller,122,17,13.93,2,4.6,
648,Gladiator,Animación,123,73,59.35,3,1.2,
144,The Matrix,Comedia,126,0,0,1,2.8,
106,Forrest Gump,Drama,98,71,72.45,3,2.7,
420,Inception,Drama,127,81,63.78,3,4.6,
670,The Dark Knight,Aventura,175,142,81.14,1,2.7,
658,The Lord of the Rings,Acción,158,44,27.85,2,4.4,
2,Forrest Gump,Drama,148,111,75,2,3,
945,Titanic,Fantasía,90,88,97.78,1,4,
589,Forrest Gump,Thriller,158,12,7.59,9,2.4,
644,La La Land,Romance,108,43,39.81,3,1.7,
90,Fight Club,Fantasía,124,72,58.06,2,3,
345,The Matrix,Thriller,147,32,21.77,2,3.3,
350,Titanic,Aventura,115,25,21.74,1,4.6,
459,Avengers: Endgame,Fantasía,127,100,78.74,4,2.9,
263,Fight Club,Romance,166,101,60.84,4,4.2,
351,The Shawshank Redemption,Romance,94,34,36.17,2,3.4,
108,Interstellar,Ciencia Ficción,123,80,,4,1.8,
586,The Dark Knight,Acción,146,57,39.04,2,1.5,
39,Coco,Aventura,175,120,68.57,4,4.1,
909,Interstellar,Fantasía,153,62,40.52,1,2.9,
159,Inception,Animación,119,12,10.08,2,3.1,
583,La La Land,Animación,165,103,62.42,4,3.4,
959,The Shawshank Redemption,Aventura,93,88,94.62,2,2.4,
312,Pulp Fiction,Fantasía,142,80,56.34,2,2.7,
241,La La Land,Comedia,160,149,93.12,2,3.7,
938,Inception,Comedia,164,90,54.88,2,3.9,
445,Inception,Acción,130,47,36.15,1,2.6,
298,The Godfather,Fantasía,158,76,48.1,2,4.9,
952,Avengers: Endgame,Romance,137,5,3.65,2,2.3,
36,The Dark Knight,Drama,94,24,25.53,2,1.3,
84,Fight Club,Animación,144,93,64.58,2,2.7,
452,The Matrix,Fantasía,167,57,34.13,4,2.3,
886,Avengers: Endgame,Fantasía,134,69,51.49,2,,
775,Interstellar,Drama,155,143,92.26,7,2.1,
822,Inception,Drama,89,43,48.31,1,2.4,
385,Interstellar,Thriller,121,9,7.44,4,4.3,
172,The Lord of the Rings,Ciencia Ficción,174,18,10.34,1,1.5,
376,Interstellar,Acción,90,90,100,3,2.5,
685,Pulp Fiction,Animación,95,77,81.05,3,1.2,
362,Titanic,Drama,152,129,84.87,2,4.1,
559,The Lord of the Rings,Comedia,157,82,52.23,2,1.7,
891,The Lord of the Rings,Aventura,98,26,26.53,4,1.2,
141,The Dark Knight,Comedia,110,6,5.45,1,4.5,
887,Avengers: Endgame,Thriller,152,111,73.03,1,4.1,
918,The Dark Knight,Thriller,179,17,9.5,3,1.2,
118,Gladiator,Drama,132,95,71.97,9,3.3,
277,Forrest Gump,Thriller,169,141,83.43,2,3.6,
726,The Dark Knight,Romance,87,3,3.45,2,1.2,
220,Interstellar,Misterio,103,81,78.64,3,4.7,
905,Fight Club,Fantasía,87,22,25.29,4,2,
26,Interstellar,Fantasía,162,81,50,3,2.2,
521,Fight Club,Drama,127,95,74.8,3,0.9,
783,Titanic,Thriller,109,16,14.68,4,2.6,
10,Avengers: Endgame,Aventura,137,127,92.7,4,4.6,
984,Titanic,Romance,165,30,18.18,3,4.6,
378,Avengers: Endgame,Acción,134,79,58.96,1,3,
633,Avengers: Endgame,Thriller,152,148,97.37,3,3.8,
637,The Lord of the Rings,Romance,141,130,92.2,4,2.3,
682,Gladiator,Ciencia Ficción,127,42,,1,2.6,
584,Fight Club,Acción,83,57,68.67,9,3,
152,The Lord of the Rings,Fantasía,116,44,37.93,4,1.6,
720,The Dark Knight,Ciencia Ficción,87,31,35.63,1,2.2,
49,La La Land,Drama,80,51,63.75,4,,
154,Pulp Fiction,Animación,171,102,59.65,8,3.3,
859,Avengers: Endgame,Drama,149,140,93.96,4,3,
293,Fight Club,Aventura,126,88,69.84,3,4.1,
580,Titanic,Romance,179,153,85.47,2,,
50,Interstellar,Animación,154,101,65.58,3,4.6,
664,The Matrix,Acción,84,52,61.9,4,2.1,
531,The Dark Knight,Acción,129,11,8.53,3,4.3,
612,The Matrix,Ciencia Ficción,103,35,33.98,4,2.4,
60,The Shawshank Redemption,Aventura,126,6,4.76,2,3.1,
167,The Shawshank Redemption,Fantasía,97,90,92.78,2,3.4,
202,Interstellar,Thriller,163,103,63.19,2,1.5,
857,The Shawshank Redemption,Thriller,107,84,78.5,4,2.8,
146,Forrest Gump,Animación,156,134,85.9,3,1.5,
915,Titanic,Aventura,84,66,78.57,3,,
676,Avengers: Endgame,Aventura,109,77,70.64,3,3.6,
970,The Lord of the Rings,Acción,80,35,43.75,3,4.6,
993,Gladiator,Fantasía,165,24,14.55,3,3.1,
439,The Dark Knight,Romance,161,65,40.37,2,2.6,
242,The Matrix,Fantasía,125,120,96,1,4.9,
581,Interstellar,Comedia,148,49,33.11,2,1.7,
687,Forrest Gump,Aventura,110,62,56.36,4,3,
561,Interstellar,Drama,149,91,61.07,3,1,
483,The Lord of the Rings,Misterio,170,32,18.82,1,3.8,
108,La La Land,Aventura,135,44,32.59,2,4,
226,La La Land,Animación,168,52,30.95,2,3.6,
673,Forrest Gump,Drama,172,66,38.37,1,3.6,
631,Coco,Animación,107,104,97.2,4,3.1,
661,Titanic,Ciencia Ficción,95,22,23.16,1,4.8,
977,The Shawshank Redemption,Misterio,133,119,89.47,4,2.8,
662,The Shawshank Redemption,Misterio,132,35,26.52,4,4.2,
432,Titanic,Acción,91,51,56.04,3,,
805,Titanic,Aventura,99,27,27.27,2,,
655,Fight Club,Acción,161,157,97.52,8,1.6,
419,The Godfather,Thriller,113,80,70.8,1,3.9,
988,Titanic,Animación,132,70,53.03,3,3.3,
455,Interstellar,Comedia,143,59,41.26,3,3.4,
160,Fight Club,Comedia,102,68,66.67,1,2.4,
523,Coco,Thriller,106,6,5.66,3,3.2,
650,The Dark Knight,Ciencia Ficción,96,16,16.67,4,2.2,
969,Fight Club,Comedia,127,94,74.02,2,3.5,
590,Inception,Animación,100,72,,3,4.2,
77,The Shawshank Redemption,Comedia,129,12,9.3,3,2.6,
509,The Lord of the Rings,Thriller,119,35,29.41,3,4.6,
441,Inception,Drama,174,91,52.3,3,2.4,
254,Interstellar,Acción,82,5,6.1,1,4.1,
921,The Matrix,Romance,96,102,106.25,3,1.5,
770,The Matrix,Animación,140,26,18.57,1,3.2,
320,Titanic,Acción,129,36,27.91,1,2.6,
803,The Dark Knight,Misterio,169,34,20.12,4,3.9,
263,Fight Club,Fantasía,166,148,89.16,2,4.3,
597,La La Land,Comedia,85,5,5.88,3,2,
658,The Matrix,Comedia,107,49,45.79,4,3.9,
835,Forrest Gump,Ciencia Ficción,151,24,15.89,1,2,
554,Titanic,Acción,134,128,95.52,2,3.4,
374,Forrest Gump,Fantasía,137,34,24.82,3,2,
637,Avengers: Endgame,Comedia,124,52,41.94,1,4.9,
167,The Dark Knight,Misterio,151,75,49.67,1,1.7,
937,Gladiator,Ciencia Ficción,98,46,46.94,2,4.8,
753,The Lord of the Rings,Acción,108,32,29.63,4,,
459,The Shawshank Redemption,Ciencia Ficción,102,77,75.49,3,2.9,
999,Fight Club,Acción,111,20,18.02,1,2.1,
280,Coco,Aventura,89,103,115.73,4,2.4,
700,The Lord of the Rings,Aventura,170,24,14.12,1,,
302,Titanic,Thriller,128,108,84.38,1,4.6,
531,Interstellar,Animación,144,47,32.64,2,3,
580,Pulp Fiction,Ciencia Ficción,108,90,83.33,3,4.5,
218,Pulp Fiction,Thriller,138,133,96.38,3,3.8,
102,Coco,Ciencia Ficción,124,65,52.42,4,4.4,
554,Pulp Fiction,Comedia,146,39,26.71,1,2.2,
288,The Matrix,Romance,130,77,59.23,3,2.5,
167,Gladiator,Ciencia Ficción,174,32,18.39,3,1.1,
621,Avengers: Endgame,Comedia,90,11,,2,4.5,
36,Gladiator,Fantasía,165,48,,1,1.7,
744,Avengers: Endgame,Aventura,161,4,2.48,2,4.6,
741,Fight Club,Thriller,178,110,61.8,7,2.6,
353,Fight Club,Romance,85,48,56.47,2,1.5,
676,Gladiator,Misterio,146,45,30.82,1,3.8,
899,The Dark Knight,Aventura,141,12,8.51,3,3.5,
73,Fight Club,Thriller,84,17,20.24,3,4.6,
648,The Dark Knight,Romance,88,50,,3,1.7,
353,Titanic,Misterio,107,80,74.77,3,1,
891,Inception,Drama,162,139,85.8,2,3.7,
70,Forrest Gump,Comedia,171,103,60.23,4,5,
425,Coco,Drama,170,123,72.35,4,4.3,
999,The Shawshank Redemption,Comedia,156,25,16.03,2,3.1,
708,Titanic,Acción,117,10,8.55,3,4.1,
781,The Lord of the Rings,Animación,122,118,96.72,1,3.6,
561,Fight Club,Romance,100,15,15,3,3.8,
828,Gladiator,Drama,170,28,16.47,2,1.7,
642,Forrest Gump,Animación,141,129,91.49,4,1.6,
956,Avengers: Endgame,Romance,125,2,1.6,4,3.3,
517,Forrest Gump,Thriller,149,71,47.65,2,4.4,
428,The Godfather,Acción,117,31,26.5,4,4.6,
539,The Lord of the Rings,Thriller,128,87,67.97,2,4,
160,Titanic,Comedia,154,15,9.74,1,1.8,
149,La La Land,Animación,160,85,53.12,2,2.4,
776,Gladiator,Romance,118,92,,1,3,
230,The Shawshank Redemption,Ciencia Ficción,150,63,42,4,1.4,
712,Gladiator,Animación,109,77,70.64,1,3.9,
562,Fight Club,Fantasía,100,21,21,3,1.9,
67,Avengers: Endgame,Misterio,80,46,57.5,1,1.1,
812,Interstellar,Drama,168,82,48.81,4,1.6,
381,Inception,Romance,111,33,29.73,1,,
58,The Dark Knight,Aventura,87,60,68.97,3,3.9,
259,Coco,Aventura,148,4,2.7,1,2.6,
342,Coco,Misterio,109,6,5.5,1,1.5,
838,Interstellar,Comedia,87,88,101.15,1,2.2,
130,Coco,Animación,98,43,43.88,4,4.3,
727,The Lord of the Rings,Animación,138,61,44.2,4,1.5,
172,Inception,Aventura,134,19,14.18,3,2.5,
770,Interstellar,Animación,109,36,33.03,3,3.5,
614,Coco,Misterio,158,119,75.32,2,2.8,
209,Coco,Animación,115,112,97.39,4,4.9,
803,The Dark Knight,Comedia,134,79,,4,1.7,
354,Avengers: Endgame,Drama,123,31,25.2,2,1.6,
471,Avengers: Endgame,Fantasía,106,41,38.68,1,4.2,
798,La La Land,Drama,156,8,5.13,1,1.6,
116,Coco,Fantasía,157,58,36.94,3,1.6,
264,The Matrix,Ciencia Ficción,133,78,58.65,1,4,
662,Gladiator,Drama,127,32,25.2,3,1.3,
812,Interstellar,Misterio,109,21,19.27,3,1.1,
442,Fight Club,Acción,118,41,34.75,2,3.4,
548,The Shawshank Redemption,Ciencia Ficción,92,73,79.35,4,4.7,
453,Titanic,Fantasía,95,44,46.32,4,1.6,
845,La La Land,Fantasía,123,74,60.16,6,4.8,
477,Pulp Fiction,Ciencia Ficción,150,148,98.67,2,1.3,
287,Fight Club,Fantasía,106,53,50,2,3.8,
303,The Dark Knight,Romance,124,121,97.58,1,3.2,
311,The Shawshank Redemption,Acción,114,57,50,5,2.8,
208,Fight Club,Misterio,158,85,53.8,4,2.3,
618,Forrest Gump,Romance,107,51,47.66,2,3.5,
446,Gladiator,Fantasía,178,5,2.81,3,2,
670,The Shawshank Redemption,Drama,86,39,45.35,2,,
633,Forrest Gump,Romance,141,27,19.15,2,1.9,
55,Fight Club,Drama,130,95,73.08,1,2.2,
912,Inception,Ciencia Ficción,125,55,44,4,2.1,
12,The Godfather,Animación,99,34,34.34,3,1.2,
657,Inception,Thriller,175,112,64,1,1.2,
400,Gladiator,Fantasía,117,104,88.89,1,4.1,
